Open,High,Low,Close,Volume,Predictions,Confidence,ATR,AHMA,Leavitt_Projection,Leavitt_Convolution,LC_Slope,LC_Intercept,LC_Acceleration,Convolution_Probability,Baseline_Bullish,Baseline_Bearish,Baseline_Valid,ML_Trade_Direction,ML_Signal_Quality,ML_Confirmed,LC_Acceleration_Shift,LC_Slope_Shift,LC_Acceleration_STD,LC_Slope_STD,Threshold,Confirm_Threshold,Trend,Trend_Within_Threshold,Confirmed_Trend,Confirmed_Trend_Within_Threshold,News_Conflict,Prevailing_Trend,Baseline_Aligned,Trend_Agreement,LC_Prev,LP_Prev,Entry_Trigger,Entry_Confirmed,LP_Slope,Trend_Bull,Trend_Bear,Expansion_Bull,Expansion_Bear,Momentum_Divergence_Bull,Momentum_Divergence_Bear,Classic_Divergence_Bull,Classic_Divergence_Bear,RHD_Bull,RHD_Bear,Day_Of_Week,Month,Year,Cluster_ID
1.23347,1.24075,1.23146,1.23904,56176,2,0.721047862391278,0.0088269553077711,1.2354451301591665,1.2393707110371874,1.240473069436419,-0.0008980776060516,1.2418201858454965,-0.0010244925679936,2.7396036071301655,0,0,0,Buy,Moderate,0,-0.001785138786766,0.0001264149619419,0.0022812734023999,0.002966711081016,0.0004562546804799,0.0008900133243048,-1.0,0,-1.0,0,0,Bearish,Flat,Flat,1.2413711470424706,1.238957243766167,Flat,Flat,0.0004134672710205,0,0,0,0,0,1,0,1,Strong,Strong,0,3,2018,6
1.23904,1.24126,1.23471,1.23678,47824,0,0.6247835189291994,0.0085233612667349,1.236394014725533,1.2389840144348148,1.2391307604147042,-0.0013423090217148,1.2411442239472763,-0.0004442314156631,4.36609332577742,0,0,0,Sell,Weak,0,-0.0010244925679936,-0.0008980776060516,0.0021601074222926,0.0028968930298282,0.0004320214844585,0.0008690679089484,-1.0,0,-1.0,0,0,Bearish,Flat,Flat,1.240473069436419,1.2393707110371874,Flat,Flat,-0.0003866966023726,0,1,0,1,0,0,0,1,Strong,Medium,1,3,2018,6
1.23678,1.2384,1.23002,1.23048,45401,0,0.8955571160572543,0.0085042464311703,1.2350689540619533,1.2374424935728132,1.236670855550564,-0.00245990486414,1.2403607128467742,-0.0011175958424252,7.8460418178026865,1,0,1,Sell,Strong,1,-0.0004442314156631,-0.0013423090217148,0.0017667966272288,0.0033387613579072,0.0003533593254457,0.0010016284073721,-1.0,0,-1.0,0,0,Bearish,Bearish,Bearish,1.2391307604147042,1.2389840144348148,Bearish,Bearish,-0.0015415208620015,0,1,0,1,0,0,0,0,Strong,Strong,2,3,2018,6
1.23048,1.23362,1.22604,1.22895,40632,1,0.7406461500787775,0.0083810135736809,1.232953106579782,1.2349297047375218,1.2330644278844232,-0.0036064276661409,1.2384740693836345,-0.0011465228020008,11.2927527307808,1,0,1,Flat,Moderate,0,-0.0011175958424252,-0.00245990486414,0.0014081404006929,0.003714960508926,0.0002816280801385,0.0011144881526778,-1.0,0,-1.0,0,0,Bearish,Bearish,Bearish,1.236670855550564,1.2374424935728132,Flat,Flat,-0.0025127888352913,0,1,0,1,0,0,0,0,Strong,Strong,3,3,2018,6
1.22895,1.2359,1.2258,1.23354,50420,2,0.9729985250993266,0.0086102117638568,1.2324991002426091,1.233112765605283,1.2308319266710088,-0.0022325012134143,1.2341806784911302,0.0013739264527266,8.520419226488999,0,0,0,Buy,Strong,1,-0.0011465228020008,-0.0036064276661409,0.0014109608208423,0.0034920638031843,0.0002821921641684,0.0010476191409553,1.0,0,0.0,0,0,Flat,Flat,Flat,1.2330644278844232,1.2349297047375218,Flat,Flat,-0.0018169391322389,0,0,0,1,0,0,0,0,Strong,Strong,6,3,2018,6
1.23354,1.23546,1.22398,1.22412,45948,0,0.9560134139092962,0.0089928501953425,1.2297957736716831,1.2312830737394589,1.2294618836960245,-0.0013700429749843,1.231516948158501,0.00086245823843,7.636315087860622,0,0,0,Sell,Strong,1,0.0013739264527266,-0.0022325012134143,0.0013431364314115,0.0025731309573175,0.0002686272862823,0.0007719392871952,1.0,0,0.0,0,0,Flat,Flat,Flat,1.2308319266710088,1.233112765605283,Flat,Flat,-0.001829691865824,0,0,0,0,0,0,0,0,Strong,Strong,0,3,2018,6
1.22412,1.23498,1.22405,1.23376,75552,2,0.9890372279947416,0.0092511368359635,1.2300285772690671,1.2300633336055218,1.22843695898366,-0.0010249247123643,1.2299743460522068,0.0003451182626199,9.648568635754184,0,0,0,Buy,Strong,1,0.00086245823843,-0.0013700429749843,0.0013494669563999,0.0015833273031678,0.0002698933912799,0.0004749981909503,1.0,0,0.0,0,0,Flat,Flat,Flat,1.2294618836960245,1.2312830737394589,Flat,Flat,-0.0012197401339371,0,0,0,0,0,0,0,1,Strong,Weak,1,3,2018,6
1.23376,1.23884,1.22853,1.23013,66038,1,0.5599266254945274,0.0093923185911684,1.2299564679368673,1.2288846705831975,1.227678622819798,-0.0007583361638621,1.228816127065591,0.0002665885485022,10.14041591553248,0,0,0,Flat,Weak,0,0.0003451182626199,-0.0010249247123643,0.0010622400599785,0.0011022465995199,0.0002124480119957,0.0003306739798559,1.0,0,0.0,0,0,Flat,Flat,Flat,1.22843695898366,1.2300633336055218,Flat,Flat,-0.0011786630223242,0,0,0,0,0,0,0,0,Strong,Strong,2,3,2018,6
1.23013,1.23738,1.22999,1.23524,56603,2,0.8638342318989166,0.0091253427790126,1.2313727535837526,1.2285426337065852,1.2276428460661648,-3.5776753633198766e-05,1.2276965111966147,0.0007225594102289,-0.1728260754582377,0,0,0,Buy,Strong,1,0.0002665885485022,-0.0007583361638621,0.0009454704484038,0.0010731378616167,0.0001890940896807,0.000321941358485,1.0,0,0.0,1,0,Flat,Flat,Flat,1.227678622819798,1.2288846705831975,Flat,Flat,-0.0003420368766122,0,0,0,0,0,0,0,1,Strong,Weak,3,3,2018,6
1.23524,1.24616,1.235,1.24451,45028,2,0.9974532799163992,0.0093966304084775,1.235657058188203,1.230761181708553,1.2312726731248007,0.0036298270586359,1.2258279325368469,0.0036656038122691,-32.67083537290864,0,1,1,Buy,Strong,1,0.0007225594102289,-3.5776753633198766e-05,0.0014689840434515,0.0020346234153665,0.0002937968086903,0.0006103870246099,1.0,0,1.0,0,0,Bullish,Bullish,Bullish,1.2276428460661648,1.2285426337065852,Bullish,Bullish,0.0022185480019678,1,0,1,0,0,0,0,0,Strong,Strong,6,3,2018,6
1.24451,1.24767,1.23722,1.24028,50930,0,0.7863418635038307,0.0095370796873472,1.2384295136336054,1.2344842084124474,1.2372042493150572,0.0059315761902565,1.2283068850296726,0.0023017491316206,-38.850434084429054,0,1,1,Sell,Moderate,0,0.0036656038122691,0.0036298270586359,0.001531469423452,0.0030718930248548,0.0003062938846904,0.0009215679074564,1.0,0,1.0,0,0,Bullish,Bullish,Bullish,1.2312726731248007,1.230761181708553,Flat,Flat,0.0037230267038943,1,0,1,0,0,0,0,0,Strong,Strong,0,3,2018,6
1.24028,1.24218,1.22999,1.23079,53275,0,0.9737567534025818,0.0098908023957009,1.2372344081018714,1.2371015725460264,1.2404560450598152,0.0032517957447579,1.2355783514426784,-0.0026797804454985,-24.883194969053584,0,0,0,Sell,Strong,1,0.0023017491316206,0.0059315761902565,0.0018353943187842,0.0031391813875951,0.0003670788637568,0.0009417544162785,-1.0,0,0.0,0,0,Flat,Flat,Flat,1.2372042493150572,1.2344842084124474,Flat,Flat,0.0026173641335789,0,0,1,0,0,0,1,0,Weak,Strong,1,3,2018,8
1.23079,1.23366,1.22842,1.22998,46145,1,0.6903896468013034,0.0092706954096074,1.23494484327107,1.2378743888541488,1.2398769037125754,-0.0005791413472397,1.2407456157334351,-0.0038309370919977,4.303342436012122,0,0,0,Flat,Weak,0,-0.0026797804454985,0.0032517957447579,0.0023161796478064,0.0027973218711948,0.0004632359295612,0.0008391965613584,-1.0,0,0.0,1,0,Flat,Flat,Flat,1.2404560450598152,1.2371015725460264,Flat,Flat,0.0007728163081224,0,0,0,0,0,1,0,0,Strong,Strong,2,3,2018,8
1.22998,1.23312,1.22904,1.23241,21400,1,0.5708140361783626,0.0085786026883265,1.2336098839268903,1.2377491876820026,1.2382226648300352,-0.0016542388825402,1.2407040231538455,-0.0010750975353004,13.092746297073573,0,0,0,Flat,Weak,0,-0.0038309370919977,-0.0005791413472397,0.0023228965097337,0.0027258013927712,0.0004645793019467,0.0008177404178313,-1.0,0,-1.0,0,0,Bearish,Flat,Flat,1.2398769037125754,1.2378743888541488,Flat,Flat,-0.0001252011721462,0,1,0,1,0,0,0,0,Strong,Strong,3,3,2018,8
1.23241,1.2345,1.22814,1.2302,26660,0,0.6215356053828937,0.0082827889965496,1.2321935223456777,1.2360759107145125,1.2354346842772508,-0.0027879805527843,1.2396166551064274,-0.0011337416702441,19.767858053618045,1,0,1,Sell,Weak,0,-0.0010750975353004,-0.0016542388825402,0.0023324365361149,0.0029034714299362,0.0004664873072229,0.0008710414289808,-1.0,0,-1.0,0,0,Bearish,Bearish,Bearish,1.2382226648300352,1.2377491876820026,Bearish,Flat,-0.00167327696749,0,1,0,1,0,0,0,0,Strong,Strong,6,4,2018,6
1.2302,1.23362,1.22534,1.22706,43925,0,0.7299385197962523,0.0082824171303429,1.230160791808114,1.233370519995583,1.2313532051109457,-0.0040814791663053,1.2374754238604035,-0.0012934986135209,25.04789807464396,1,0,1,Sell,Moderate,0,-0.0011337416702441,-0.0027879805527843,0.0023521652091352,0.0032800161029833,0.000470433041827,0.0009840048308949,-1.0,0,-1.0,0,0,Bearish,Bearish,Bearish,1.2354346842772508,1.2360759107145125,Flat,Flat,-0.0027053907189296,0,1,0,1,0,0,0,0,Strong,Strong,0,4,2018,6
1.22706,1.23148,1.22569,1.22777,42892,1,0.795200579904306,0.0079500948462972,1.2286789202099708,1.229973468392164,1.2270375240450706,-0.0043156810658748,1.233511045643883,-0.0002342018995695,23.879294521478855,0,0,0,Flat,Moderate,0,-0.0012934986135209,-0.0040814791663053,0.0023419332480967,0.0036231434969053,0.0004683866496193,0.0010869430490716,-1.0,1,-1.0,0,0,Flat,Flat,Flat,1.2313532051109457,1.233370519995583,Flat,Flat,-0.0033970516034189,0,0,0,1,0,0,0,0,Strong,Strong,1,4,2018,6
1.22777,1.22902,1.22184,1.22398,39823,0,0.8925759139378449,0.0078474155334576,1.2266004594283324,1.2261918726995846,1.222666639733112,-0.0043708843119585,1.22922296620105,-5.520324608365712e-05,21.798985875118948,0,0,0,Sell,Strong,1,-0.0002342018995695,-0.0043156810658748,0.0023096567784286,0.0038957503180847,0.0004619313556857,0.0011687250954254,-1.0,1,-1.0,0,0,Flat,Flat,Flat,1.2270375240450706,1.229973468392164,Flat,Flat,-0.0037815956925792,0,0,0,1,0,0,0,0,Strong,Strong,2,4,2018,6
1.22398,1.22912,1.22149,1.22811,60781,2,0.891227577524056,0.0078184267956632,1.2261365371000137,1.2239108735587303,1.2206294767167258,-0.0020371630163862,1.2236852212413052,0.0023337212955722,8.522860927746633,0,0,0,Buy,Strong,1,-5.520324608365712e-05,-0.0043708843119585,0.0020373248196061,0.0035804041840961,0.0004074649639212,0.0010741212552288,1.0,0,0.0,0,0,Flat,Flat,Flat,1.222666639733112,1.2261918726995846,Flat,Flat,-0.0022809991408543,0,0,0,0,0,0,0,0,Strong,Strong,3,4,2018,6
1.22811,1.23311,1.22604,1.23209,46133,2,0.8075293594087428,0.0077186365562414,1.2274722192149865,1.2238640268346412,1.2223277451660413,0.0016982684493154,1.219780342492068,0.0037354314657016,-6.485226551840722,0,0,0,Buy,Strong,1,0.0023337212955722,-0.0020371630163862,0.0023301833764666,0.0026984077286913,0.0004660366752933,0.0008095223186073,1.0,0,1.0,0,0,Bullish,Flat,Flat,1.2206294767167258,1.2239108735587303,Flat,Flat,-4.684672408905577e-05,0,0,0,0,1,0,0,0,Strong,Strong,6,4,2018,6
1.23209,1.23776,1.23027,1.2356,54193,2,0.6655718537839898,0.0076881516820759,1.2300768129932578,1.2255227140788607,1.2260443786775412,0.0037166335114999,1.2204694284102913,0.0020183650621845,-14.21393890784665,0,1,1,Buy,Weak,0,0.0037354314657016,0.0016982684493154,0.0022993970156654,0.0028063124704235,0.000459879403133,0.000841893741127,1.0,0,1.0,0,0,Bullish,Bullish,Bullish,1.2223277451660413,1.2238640268346412,Bullish,Flat,0.0016586872442194,1,0,1,0,0,0,0,0,Strong,Strong,0,4,2018,6
1.2356,1.23976,1.2347,1.23674,46190,1,0.9068509674328742,0.0073377314577991,1.2327674949175091,1.2282741369612773,1.230297069418229,0.0042526907406876,1.2239180333071973,0.0005360572291877,-15.39168761234383,0,1,1,Flat,Strong,0,0.0020183650621845,0.0037166335114999,0.0017797132093457,0.0034211367596015,0.0003559426418691,0.0010263410278804,1.0,0,1.0,0,0,Bullish,Bullish,Bullish,1.2260443786775412,1.2255227140788607,Flat,Flat,0.0027514228824165,1,0,1,0,0,0,0,0,Strong,Strong,1,4,2018,6
1.23674,1.23799,1.22991,1.2326,49137,0,0.9614188748209752,0.0074367005967592,1.2335885336228198,1.2311640073870176,1.2339615794505416,0.0036645100323127,1.228464814402073,-0.0005881807083749,-13.881048608679253,0,0,0,Sell,Strong,1,0.0005360572291877,0.0042526907406876,0.0017313285825156,0.0037500856441555,0.0003462657165031,0.0011250256932466,-1.0,0,0.0,0,0,Flat,Flat,Flat,1.230297069418229,1.2282741369612773,Flat,Flat,0.0028898704257402,0,0,1,0,0,0,0,0,Strong,Strong,2,4,2018,6
1.2326,1.23462,1.2307,1.23306,37690,1,0.8596883283721838,0.006967807183858,1.233813004999079,1.2337226449110652,1.2365021043695743,0.0025405249190328,1.2326913169910252,-0.0011239851132798,-11.13531984965563,0,0,0,Flat,Strong,0,-0.0005881807083749,0.0036645100323127,0.0017301163025376,0.0037596110042641,0.0003460232605075,0.0011278833012792,-1.0,0,0.0,0,0,Flat,Flat,Flat,1.2339615794505416,1.2311640073870176,Flat,Flat,0.0025586375240476,0,0,0,0,0,0,0,0,Strong,Strong,3,4,2018,6
1.23306,1.23948,1.2324,1.23792,35426,2,0.9391085753835166,0.0069827662260103,1.2352548386035247,1.2361660283739366,1.2386862478775915,0.0021841435080172,1.235410032615566,-0.0003563814110156,-11.053400887837515,0,0,0,Buy,Strong,1,-0.0011239851132798,0.0025405249190328,0.0016276155819629,0.0034521944683123,0.0003255231163925,0.0010356583404937,-1.0,0,0.0,0,0,Flat,Flat,Flat,1.2365021043695743,1.2337226449110652,Flat,Flat,0.0024433834628714,0,0,0,0,0,0,0,0,Strong,Strong,6,4,2018,8
1.23792,1.2414,1.23362,1.23698,37050,1,0.8357846053776907,0.0070890640625422,1.2363808955172606,1.238232583577197,1.2405503576201982,0.0018641097426064,1.2377541930062883,-0.0003200337654107,-10.567833526428748,0,0,0,Flat,Strong,0,-0.0003563814110156,0.0021841435080172,0.0016339875031068,0.0028696099769027,0.0003267975006213,0.0008608829930708,-1.0,1,0.0,0,0,Flat,Flat,Flat,1.2386862478775915,1.2361660283739366,Flat,Flat,0.0020665552032603,0,0,0,0,0,0,0,0,Strong,Strong,0,4,2018,6
1.23698,1.23973,1.23416,1.23742,43255,1,0.8670223264982957,0.0068865221875366,1.2372493131304148,1.2394081856496395,1.24117775647596,0.0006273988557619,1.2402366581923172,-0.0012367108868445,-3.9875538718717234,0,0,0,Flat,Strong,0,-0.0003200337654107,0.0018641097426064,0.0017447481875279,0.0019164197205763,0.0003489496375055,0.0005749259161728,-1.0,0,0.0,0,0,Flat,Flat,Flat,1.2405503576201982,1.238232583577197,Flat,Flat,0.0011756020724424,0,0,0,0,0,0,0,0,Strong,Strong,1,4,2018,6
1.23742,1.24004,1.23292,1.23451,47499,0,0.7857078993407486,0.0069176525625317,1.2369291995022669,1.2394123564785238,1.2401974814697796,-0.0009802750061804,1.2416678939790504,-0.0016076738619423,6.464796155818708,0,0,0,Sell,Moderate,0,-0.0012367108868445,0.0006273988557619,0.0017372135772503,0.0016477452342911,0.00034744271545,0.0004943235702873,-1.0,0,-1.0,0,0,Bearish,Flat,Flat,1.24117775647596,1.2394081856496395,Flat,Flat,4.170828884264566e-06,0,0,0,0,0,1,0,0,Strong,Strong,2,4,2018,6
1.23451,1.23528,1.22498,1.22884,44915,0,0.9875691245701278,0.0073686322208608,1.2346221044845596,1.2378998883011474,1.2373985127946108,-0.0027989686751688,1.241596965807364,-0.0018186936689883,16.928085620337058,1,0,1,Sell,Strong,1,-0.0016076738619423,-0.0009802750061804,0.0011923905102719,0.0023446582198283,0.0002384781020543,0.0007033974659485,-1.0,0,-1.0,0,0,Bearish,Bearish,Bearish,1.2401974814697796,1.2394123564785238,Bearish,Bearish,-0.0015124681773763,0,1,0,1,0,0,0,0,Strong,Strong,3,4,2018,6
1.22884,1.22896,1.21975,1.22083,43453,0,0.978207854240946,0.0076141479247461,1.2298959782592882,1.2344869439056576,1.2323409836555763,-0.0050575291390342,1.239927277364128,-0.0022585604638654,24.74326004347579,1,0,1,Sell,Strong,1,-0.0018186936689883,-0.0027989686751688,0.000872847681642,0.0030938611388511,0.0001745695363284,0.0009281583416553,-1.0,0,-1.0,0,0,Bearish,Bearish,Bearish,1.2373985127946108,1.2378998883011474,Flat,Flat,-0.0034129443954897,0,1,0,1,0,0,0,0,Strong,Strong,6,4,2018,6
1.22083,1.22449,1.21817,1.2233,47020,2,0.5410661957893302,0.0074415948681133,1.226385483281411,1.2303510018913522,1.22669705828959,-0.0056439253659865,1.2351629463385698,-0.0005863962269523,30.13287652976784,1,0,1,Buy,Weak,0,-0.0022585604638654,-0.0050575291390342,0.0006912708698714,0.0034152153724152,0.0001382541739742,0.0010245646117245,-1.0,0,-1.0,0,0,Bearish,Bearish,Bearish,1.2323409836555763,1.2344869439056576,Flat,Flat,-0.0041359420143054,0,1,0,1,0,0,0,0,Strong,Strong,0,4,2018,6
1.2233,1.22388,1.21604,1.21608,41689,0,0.9843479007555678,0.0074947155523648,1.2219304689650152,1.2250177607549466,1.220482719033274,-0.006214339256316,1.229804227917748,-0.0005704138903295,37.61128963132481,0,0,0,Sell,Strong,1,-0.0005863962269523,-0.0056439253659865,0.0006929373484486,0.0035311528735863,0.0001385874696897,0.0010593458620758,-1.0,0,-1.0,0,0,Bearish,Flat,Flat,1.22669705828959,1.2303510018913522,Flat,Flat,-0.0053332411364055,0,0,0,1,0,0,0,0,Strong,Strong,1,4,2018,6
1.21608,1.22101,1.20965,1.21032,65983,0,0.8884001307862606,0.0080100868120495,1.216623255543693,1.2183658519621825,1.2125930549403237,-0.0078896640929502,1.2244275510797489,-0.0016753248366341,36.58488766334596,0,0,0,Sell,Strong,1,-0.0005704138903295,-0.006214339256316,0.0007194213875,0.003745257652563,0.0001438842775,0.0011235772957689,-1.0,0,-1.0,0,0,Bearish,Flat,Flat,1.220482719033274,1.2250177607549466,Flat,Flat,-0.0066519087927641,0,0,0,1,0,0,0,0,Strong,Strong,2,4,2018,6
1.21032,1.2133,1.20556,1.21303,48798,2,0.9299158958910422,0.0079740752371096,1.2132645481418376,1.2120942237134564,1.2055690751020378,-0.0070239798382858,1.2161050448594666,0.0008656842546643,19.89507973490451,0,0,0,Buy,Strong,1,-0.0016753248366341,-0.0078896640929502,0.0009636861702016,0.0035077860870966,0.0001927372340403,0.001052335826129,1.0,0,0.0,0,0,Flat,Flat,Flat,1.2125930549403237,1.2183658519621825,Flat,Flat,-0.006271628248726,0,0,0,1,0,0,0,0,Strong,Strong,3,4,2018,6
1.21303,1.2139,1.20646,1.2079,45831,0,0.816599552318052,0.007902865205495,1.2098327124795372,1.2064739323213791,1.2004194163582025,-0.0051496587438355,1.2081439044739557,0.0018743210944502,10.36853243133783,0,0,0,Sell,Strong,1,0.0008656842546643,-0.0070239798382858,0.0013599339406962,0.0028372031397456,0.0002719867881392,0.0008511609419236,1.0,0,0.0,0,0,Flat,Flat,Flat,1.2055690751020378,1.2120942237134564,Flat,Flat,-0.0056202913920773,0,0,0,0,0,0,0,0,Strong,Strong,6,4,2018,6
1.2079,1.20842,1.19812,1.1992,41295,0,0.9770267929018353,0.0082224831780956,1.2047255682342386,1.2010614974552212,1.1955104915717836,-0.0049089247864186,1.2028738787514115,0.0002407339574168,8.951411124826675,0,0,0,Sell,Strong,1,0.0018743210944502,-0.0051496587438355,0.0013867268784809,0.0021012844653172,0.0002773453756961,0.0006303853395951,1.0,1,0.0,0,0,Flat,Flat,Flat,1.2004194163582025,1.2064739323213791,Flat,Flat,-0.0054124348661579,0,0,0,0,0,0,0,0,Strong,Strong,0,4,2018,6
1.1992,1.2032,1.19376,1.19506,70551,0,0.5438464629801423,0.0083848187543495,1.1992854704732403,1.1958437409391445,1.190496198856347,-0.0050142927154366,1.1980176379295018,-0.0001053679290179,9.797855642146216,0,0,0,Sell,Weak,0,0.0002407339574168,-0.0049089247864186,0.0013420174920997,0.0014473628444145,0.0002684034984199,0.0004342088533243,1.0,1,0.0,0,0,Flat,Flat,Flat,1.1955104915717836,1.2010614974552212,Flat,Flat,-0.0052177565160766,0,0,0,0,0,0,0,0,Strong,Strong,1,5,2018,6
1.19506,1.20089,1.19474,1.19889,63454,2,0.9447065519724424,0.0080868429204363,1.1963774743778444,1.1917655734332335,1.1869276799205457,-0.0035685189358014,1.1922804583242477,0.0014457737796351,7.548954392884257,0,0,0,Buy,Strong,1,-0.0001053679290179,-0.0050142927154366,0.0013662469683438,0.0012793406549319,0.0002732493936687,0.0003838021964795,1.0,0,0.0,0,0,Flat,Flat,Flat,1.190496198856347,1.1958437409391445,Flat,Flat,-0.0040781675059109,0,0,0,0,0,0,0,0,Strong,Strong,2,5,2018,6
